"DATE","TEAMNAME","USERCOUNT","SECONDSSPENT","QUANTITY","VOLUME","WEIGHT","PRICE"
"2022-09-02","HD","1","26326","462","61.7936686625","1522.3262580645169","31855.6"
"2022-09-03","DD","3","26165","147740","509.448127713877","65083.43946236966","370330.52"
"2022-09-03","DP1","24","372856","163093","525.567130318233","68780.6701804676","412011.29"
"2022-09-03","DP2","26","693973","174924","736.461401732149","78877.17353519978","618308.61"
"2022-09-03","HD","1","25775","4474","29.9262196625","2420.736281423805","19964.3"
"2022-09-03","HP1","1","16480","46","9.130023125","309.615","4617.25"
"2022-09-05","HP1","2","23200","63568","199.800659939","24628.844","144982.73"
"2022-09-05","HD","1","25125","2506","29.4412321375","2541.02","30099.75"
"2022-09-05","DD","4","486908","617674","1884.776267438","236186.48604500727","1159943.29"
"2022-09-05","DP1","53","1158432","488163","1822.947851341146","195766.01259396525","1249323.25"
"2022-09-05","DP2","50","1224471","372507","2030.067274250887","196662.62363403363","1871975.71"
"2022-09-05","HP2","2","30848","59308","283.313564849742","27607.729253014008","224805.16"
"2022-09-06","DP1","50","1264412","380318","1648.004209317793","181153.0408215068","1237106.14"
"2022-09-06","DP2","50","1174314","357010","1759.490059132943","176809.7116924711","1323886.38"
"2022-09-06","HD","1","25348","979","38.301451375","2260.071","31405.45"
"2022-09-06","DD","4","10543","364583","1516.709444338","169492.1647797553","1276463.44"
"2022-09-06","HP2","3","38317","121540","622.755553167153","63433.27834159308","440260.98"
"2022-09-06","HP1","2","23340","125358","567.526991554916","56990.140010938085","331743.64"
"2022-09-07","HP2","3","33548","120258","478.362448411941","54052.72586849137","325250.22"
"2022-09-07","HD","1","25588","525","27.989838875","2903.557","34531.75"
"2022-09-07","HP1","2","28115","9255","58.644173103083","8033.585166666667","35341.48"
"2022-09-07","DP1","55","1329407","374877","1707.301907262871","186276.4397339841","1292848.68"
"2022-09-07","DP2","53","1150575","372104","1836.952267272932","189664.08423475717","1383668.96"
"2022-09-07","DD","3","11015","283541","1151.390521452","131591.7714015573","873232.58"
"2022-09-08","HP1","2","31152","234354","1090.57737665925","114311.14626992957","794912.3"
"2022-09-08","HP2","3","56580","199991","915.446608063006","99916.98538850404","548163.54"
"2022-09-08","HD","1","25042","950","45.330567625","3414.692","30381.2"
"2022-09-08","DD","4","15365","324851","1453.049712195","165610.78160622914","868310.22"
"2022-09-08","DP1","58","1508927","444005","1845.920886804597","209024.5399867108","1238145.86"
"2022-09-08","DP2","55","1151967","417850","2041.28766627214","217076.56943801208","1528070.39"
"2022-09-09","HP2","3","49736","256898","979.404743998103","114125.00468791604","558613.93"
"2022-09-09","HP1","2","18084","72774","273.135228445","31139.930877688173","202872.41"
"2022-09-09","HD","1","27654","951","39.923169375","2076.561","25644.1"
"2022-09-09","DP1","56","1378790","411862","1666.431607310865","188960.19552617767","1214582.52"
"2022-09-09","DD","3","26180","557644","2283.693711797","270220.1170989989","1350251.08"
"2022-09-09","DP2","52","1197433","469043","1981.664683950445","222004.1591262766","1564218.94"
"2022-09-10","HP2","1","3309","43896","188.4957301685","20411.82641935484","199182.2"
"2022-09-10","DP2","24","324225","33263","245.484708110523","23465.71913030419","214313.99"
"2022-09-10","HP1","2","11399","72404","298.4427570985","34109.07641935484","316447.64"
"2022-09-10","DD","3","198508","93631","314.988251068607","40722.17267164502","190152.35"
"2022-09-10","DP1","29","608291","160151","678.357215857011","75475.85612907764","733390.26"
"2022-09-12","DD","4","25231","485922","1852.6043420185","217692.3816451613","1250014.38"
"2022-09-12","DP1","54","1275057","406302","2072.524917840957","203217.9426455826","1709451.84"
"2022-09-12","DP2","55","1263628","339168","1514.517251635225","161836.18439173998","1641069.95"
"2022-09-12","HD","1","22628","1035","44.2296466375","1248.508","19543.85"
"2022-09-12","HP1","2","10836","146963","626.34471342","67764.227","532178.36"
"2022-09-12","HP2","2","8486","140573","588.346460706998","64276.333","658302.66"
"2022-09-13","HP1","2","7271","110566","440.2210377255","45982.619","368407.77"
"2022-09-13","DP1","58","1342692","370172","2132.79736418006","199087.160309596","1907039.21"
"2022-09-13","DD","3","480170","471410","1995.1509507935","223011.42341935483","1513089.08"
"2022-09-13","DP2","58","1283163","297091","1507.026706579347","154654.529344697","1466961.98"
"2022-09-13","HD","1","26145","954","51.1192493625","1190.704","18026.7"
"2022-09-13","HP2","2","4585","168570","708.011145651","76012.318","550359.74"
"2022-09-14","DD","3","120224","362621","1645.337325248002","173681.3988387097","1208479.15"
"2022-09-14","DP1","55","1353933","403016","2153.24756508824","207398.24023939396","1875893.94"
"2022-09-14","DP2","55","1686609","353905","1790.895661245828","170367.98652651513","1692125.47"
"2022-09-14","HD","1","26751","1816","41.6089299625","1526.972","20564.83"
"2022-09-14","HP1","2","7834","66308","318.319071683","33670.518000000004","294427.1"
"2022-09-14","HP2","3","18129","123165","645.633626826001","65558.296","580537.01"
"2022-09-15","HD","1","26624","3000","51.769822025","1816.891","17920.61"
"2022-09-15","DP1","57","1339278","408437","2268.256070972123","209896.8585848486","1551414.61"
"2022-09-15","HP1","2","6218","113037","577.0525636025","52939.52","329533.12"
"2022-09-15","HP2","3","33502","165800","876.387686507","84447.01633333333","659040.07"
"2022-09-15","DP2","54","1250402","339831","1738.283153552175","167238.12349545455","1373568.95"
"2022-09-15","DD","3","10261","347917","1893.237236709002","175744.09","1440151.6"
"2022-09-16","HP1","2","23685","47400","213.327902720666","21268.3603","151656.02"
"2022-09-16","HD","1","25488","881","45.814764125","1446.117","21925.05"
"2022-09-16","HP2","1","3456","99495","343.8495181255","36635.323","234043.1"
"2022-09-16","DP1","48","1058177","356540","1637.68538629368","159244.3372106061","1224039.25"
"2022-09-16","DD","4","40190","657244","3180.350727746","310818.473","2139108.79"
"2022-09-16","DP2","51","1150381","406105","1523.420037969903","160826.9504419192","1142389.12"
"2022-09-17","DD","1","9741","67170","237.460670777","24756.96","237016.99"
"2022-09-17","DP1","3","50240","692","15.563008979514","965.045893939402","18015.66"
"2022-09-17","DP2","4","95290","1349","6.603901141918","871.006729292932","11655.37"
"2022-09-19","HD","1","25987","3239","30.8332736875","1655.339","20982.77"
"2022-09-19","HP1","1","1927","114719","400.243228538","42342.462","209136.17"
"2022-09-19","DP2","55","1162437","636822","2360.539657162813","253105.4284565657","1718052.31"
"2022-09-19","DD","5","265359","230501","814.69310415549","88447.17037373738","573429.89"
"2022-09-19","DP1","53","1216708","296083","988.064466512163","110569.46865757577","767843.45"
"2022-09-20","HP2","3","30186","128450","431.106069614","48754.84133333334","239057.61"
"2022-09-20","HP1","1","1068","15260","59.260681452","6385.641666666667","46811.04"
"2022-09-20","DD","5","17204","367880","1190.367210406","135285.336","876445.04"
"2022-09-20","DP1","51","1278799","265049","979.188732537555","107347.6963189394","798735.34"
"2022-09-20","DP2","53","1076695","538955","1957.82121398389","218051.52009646464","1805820.07"
"2022-09-21","HP1","2","2359","16423","49.541561202","5819.674","66814.12"
"2022-09-21","DP2","56","1082037","447327","1682.098651705828","175198.55609711588","1301302.95"
"2022-09-21","HP2","1","9386","100605","315.7922178995","36778.089","201305.53"
"2022-09-21","DP1","53","1185510","394690","1403.842301896672","154492.32950176767","1247770.97"
"2022-09-21","DD","5","64683","433873","1434.4839301685","161367.588","1044407.28"
"2022-09-22","DD","2","8997","476198","1764.219614844","187393.3230526316","1411123.39"
"2022-09-22","DP2","53","1049482","632360","1988.288857108165","224791.60587118551","1353523.49"
"2022-09-22","HD","1","26804","2320","33.29001435","1407.186","16355.39"
"2022-09-22","HP1","2","3216","23752","98.3425135755","9787.305","67828.36"
"2022-09-22","HP2","3","3981","55352","175.4987031145","18885.795","102704.94"
"2022-09-22","DP1","62","1437918","451352","1764.832580754923","183747.81418704143","1233839.75"
"2022-09-23","HP1","2","10056","95335","316.286596145","35398.88310526316","190149.39"
"2022-09-23","DD","4","52637","907969","2940.784439254","336420.1721052632","1950111.59"
"2022-09-23","DP1","50","1085906","396289","1195.522203259154","128985.37994012493","865905.55"
"2022-09-23","HD","1","26836","2581","42.1317375","1329.136","22535.61"
"2022-09-23","HP2","2","9292","156730","455.194701968","51126.54031578948","273896.63"
"2022-09-23","DP2","40","890933","457364","1441.84091366666","163002.82641964382","1119742.35"
"2022-09-24","DD","1","795","41282","126.575791464","14610.258","67673.44"
"2022-09-26","DP1","51","1086614","210986","992.178165229931","99033.67789455266","699374.0"
"2022-09-26","HP2","2","7119","55896","230.0205605865","24273.785","134278.7"
"2022-09-26","HP1","2","6749","114968","348.31454865","40855.219","186733.69"
"2022-09-26","DP2","46","978945","521235","1773.907380810683","204698.5215539873","1274602.69"
"2022-09-26","DD","4","519187","293573","890.004950415","108500.5470263158","492229.22"
"2022-09-26","HD","1","26976","629","51.0193372125","1059.875","25325.55"
"2022-09-27","DP2","52","1092729","361741","1451.80093104503","142815.8086612839","1187884.26"
"2022-09-27","HP1","2","7993","132384","412.501326914","45706.88110526316","245000.69"
"2022-09-27","HD","1","26893","10370","13.88409325","995.153","4974.25"
"2022-09-27","HP2","3","21836","111948","327.188336563","37180.325","287993.24"
"2022-09-27","DP1","54","1141446","366642","1392.739267077452","137781.53690859533","1016758.38"
"2022-09-27","DD","4","20073","268086","914.453855662","112289.59642105264","544050.19"
"2022-09-28","HP2","4","14970","161439","561.9559491775","57809.12177192983","479138.4"
"2022-09-28","HD","1","26212","7189","24.75182585","1195.906","9959.4"
"2022-09-28","DP2","60","1160101","456669","1736.330333324588","172804.6784806619","1482048.4"
"2022-09-28","HP1","2","4192","121206","428.404771947","43368.39331578947","275010.88"
"2022-09-28","DD","4","67755","308033","1032.383237364","115124.02766666668","695129.15"
"2022-09-28","DP1","40","874683","362762","1464.374107702404","143853.81698112708","994548.04"
"2022-09-29","HD","1","26116","779","37.200349225","1457.636","28330.65"
"2022-09-29","DP2","53","1044743","362666","1340.747165175194","146216.2503201223","1116796.61"
"2022-09-29","DP1","58","1201847","425309","1700.263016930927","175033.29972448733","1216374.14"
"2022-09-29","HP2","3","7531","106071","371.981872956","39725.91410526316","399507.3"
"2022-09-29","HP1","2","9365","187639","610.640348291","64530.117333333335","362765.55"
"2022-09-29","DD","5","16126","544152","2087.163202017","224169.08863157892","1574532.88"
"2022-10-01","DD","3","88310","194247","593.70962207","67249.61242105263","441653.86"
"2022-10-01","DP1","17","282868","90116","278.68694566","31933.833210526314","228361.77"
"2022-10-01","DP2","10","249239","40437","163.757199637","16921.675","100912.28"
"2022-10-01","HP2","1","959","104331","276.302753818","31398.40321052632","158549.67"
"2022-10-03","HD","1","26654","1132","61.8372143625","1614.94","26475.65"
"2022-10-03","HP2","3","47488","226932","766.937988716945","83133.62279062049","631730.82"
"2022-10-03","HP1","1","2656","52057","173.605830191","22390.411","110431.46"
"2022-10-03","DD","4","186284","527464","1647.2277411755","187900.16154385963","1026586.35"
"2022-10-03","DP2","55","1422717","566259","2028.252233142832","214542.5794605434","1738613.93"
"2022-10-03","DP1","51","1148881","306603","1313.455001689041","135496.72762595126","992834.06"
"2022-10-04","DD","5","185738","545460","2019.762958666","212792.16521052632","1342508.88"
"2022-10-04","DP1","51","1127383","506278","1875.609365668888","188232.03859822472","1321533.0"
"2022-10-04","DP2","53","1044176","492851","1794.508605900406","189728.7540330808","1246319.21"
"2022-10-04","HD","1","28046","774","44.672526915","3205.87","32111.05"
"2022-10-04","HP1","2","34038","219961","834.748985986","85943.204","562675.1"
"2022-10-04","HP2","5","35593","209573","786.186704231","80644.25521052632","488332.43"
"2022-10-05","HD","1","26327","1194","36.101386225","1773.261","25230.4"
"2022-10-05","DP1","48","1098097","345886","1307.710604095049","138244.0208387028","961510.81"
"2022-10-05","DD","5","22529","284725","1145.149957046","118417.20763157896","810886.69"
"2022-10-05","DP2","57","1160635","497228","1855.759738420088","207120.152129797","1278912.59"
"2022-10-05","HP2","4","27957","169386","677.449509914001","75335.86421052631","449879.38"
"2022-10-05","HP1","2","6174","84755","291.010116496","33930.654210526314","219183.27"
"2022-10-06","DP2","53","1094430","553835","2065.680849250917","233634.69029274036","1313586.12"
"2022-10-06","HP1","2","11876","175284","554.4194910535","68807.72042105263","370057.82"
"2022-10-06","DD","5","19362","660188","2544.975471189","283620.2158421053","1624379.03"
"2022-10-06","DP1","54","1223748","521478","1777.373249100309","197752.42406386897","1106107.28"
"2022-10-06","HP2","4","38286","186755","613.5737544105","68556.51542105264","330172.38"
"2022-10-06","HD","1","27003","3156","24.2642714875","1272.935","12568.44"
"2022-10-07","DP1","52","1253247","354183","1132.061645745664","131243.34022039283","663608.95"
"2022-10-07","HP2","3","30718","217427","608.2194409915","73436.32384210527","329281.2"
"2022-10-07","HP1","2","6105","95231","339.275300562","36679.984","186166.41"
"2022-10-07","DD","4","67675","642426","2158.715114458","259499.1360526316","1073545.61"
"2022-10-07","HD","1","26023","2422","32.0235354375","1139.707","18494.53"
"2022-10-07","DP2","48","922540","403134","1294.6175853959","151964.569161694","848779.9"
"2022-10-08","DP2","16","217973","107581","313.9790693415","40298.226","172032.92"
"2022-10-08","DD","2","1350","146566","425.345626743","51269.34684210527","313825.66"
"2022-10-08","DP1","15","336714","85264","225.2730133525","27787.433","133563.0"
"2022-10-08","HP1","1","3778","71124","165.447045407","20602.534","100676.2"
"2022-10-10","DD","5","283463","924723","2466.904125132","288877.62263157894","1156886.33"
"2022-10-10","DP2","49","1186035","660989","1713.493213665838","199028.04445586505","955428.69"
"2022-10-10","DP1","53","1135932","573054","1542.036152445761","185895.2253636933","882455.25"
"2022-10-10","HP1","2","10287","206727","523.2907263085","64230.3","270762.43"
"2022-10-10","HD","1","25995","6066","19.2676473375","1149.796","9382.7"
"2022-10-10","HP2","4","71042","102780","268.500990754196","32107.63403282829","130503.08"
"2022-10-11","DD","4","99274","560746","1357.049285356","170129.50942105264","604722.38"
"2022-10-11","HP2","4","39552","308388","804.317089302252","97014.09167831508","360846.84"
"2022-10-11","DP1","59","1262624","770399","2053.779621595112","242006.6124506949","1105962.61"
"2022-10-11","HD","1","26941","1810","39.4597079625","1268.906","17904.45"
"2022-10-11","HP1","2","5859","141606","335.376586333","40057.786","171003.53"
"2022-10-11","DP2","54","1117804","548750","1453.157745085933","173042.3660787328","878800.44"
"2022-10-12","DP1","60","1143160","534590","1649.160465423034","172575.5054354209","1031999.94"
"2022-10-12","DD","4","19120","538987","1502.441218678","171861.7592105263","702957.25"
"2022-10-12","HD","1","26879","5631","22.701342825","1363.416","10553.46"
"2022-10-12","HP1","2","5610","137914","340.235506334","36142.23410526316","162732.12"
"2022-10-12","HP2","4","35048","174827","470.930530409567","46899.45760602073","326406.85"
"2022-10-12","DP2","55","1115390","607999","1740.358297443763","178546.91436986596","1097615.39"
"2022-10-13","DD","4","83729","694682","2104.450416266","220929.49742105263","1088726.14"
"2022-10-13","DP2","49","1060533","471221","1495.895972578253","153525.25662050772","983057.33"
"2022-10-13","HD","1","27139","1564","60.439300425","1559.223","21638.9"
"2022-10-13","HP1","1","1633","39544","116.772127795","12629.09410526316","62628.1"
"2022-10-13","HP2","3","25190","182799","550.588569621211","55111.22877445508","307059.77"
"2022-10-13","DP1","60","1254136","645784","2194.711450328042","217706.7181526145","1259797.83"
"2022-10-14","HP2","5","41465","143013","437.933523269042","44347.92567374402","272547.49"
"2022-10-14","HP1","1","4519","117109","320.975969176","33797.263315789474","172563.3"
"2022-10-14","HD","1","27297","8369","10.45925335","1125.876","5531.08"
"2022-10-14","DP1","56","1119901","636080","2176.390066243956","200473.500899494","1254120.72"
"2022-10-14","DP2","49","1689143","561266","1847.019302430252","179994.52750556124","1232141.32"
"2022-10-14","DD","5","124407","754113","2537.183715739","255088.4860526316","1272840.1"
"2022-10-15","DP1","16","243676","128834","271.0453900005","28375.818","167073.47"
"2022-10-15","DP2","20","395741","167552","557.8096667115","57696.942","335699.12"
"2022-10-15","HP2","1","1901","113676","298.7006063345","31448.634","133235.88"
"2022-10-15","DD","3","42277","391794","1231.9716056","122933.27421052632","672746.67"
"2022-10-17","HP2","2","22707","117131","324.734836868336","34619.82983686489","248199.23"
"2022-10-17","HD","1","26859","6461","29.94722997","977.974","14478.69"
"2022-10-17","HP1","2","1762","69754","186.144713527","19563.362","109480.59"
"2022-10-17","DP1","53","1126810","431960","1333.862088144203","140318.09364388432","1046742.55"
"2022-10-17","DD","4","25070","602837","1742.690223971","165739.35763157895","834509.49"
"2022-10-17","DP2","55","1226943","692974","2194.583570887797","223796.8731305033","1643415.4"
"2022-10-18","HD","1","25743","6634","29.18771309","1635.314","19999.6"
"2022-10-18","HP2","5","46147","183524","609.054295047847","59500.50484920255","623278.38"
"2022-10-18","DP1","57","1274342","599558","1735.6045654791849","181018.76639337168","1038804.41"
"2022-10-18","DP2","62","1198107","554053","1886.749960665104","191117.8319807416","1460545.97"
"2022-10-18","HP1","2","5447","170997","458.456935627","47174.5587368421","255432.08"
"2022-10-18","DD","4","108837","686396","1936.0340045","208752.04281339716","1036742.35"
"2022-10-19","HP1","2","8160","128283","376.806601499","41174.57854545455","281048.73"
"2022-10-19","HP2","3","57206","205955","547.027385605377","58932.314921204525","331393.05"
"2022-10-19","HD","1","26264","1132","55.21069245","1578.331","24514.85"
"2022-10-19","DP1","58","1191776","747440","2114.987060950742","227823.59817076687","1671874.62"
"2022-10-19","DP2","60","1201875","588350","1587.389422798712","176930.0504800353","1453158.42"
"2022-10-19","DD","5","26400","368264","1146.194415762","121178.44857416268","634478.99"
"2022-10-20","DD","4","28467","958641","2566.431960817","285438.1522057416","1125434.57"
"2022-10-20","DP1","59","1301982","709334","1874.21034282632","206003.1501710811","1335655.83"
"2022-10-20","DP2","53","1148648","625568","1778.275923790723","200826.2357786673","1365891.33"
"2022-10-20","HD","1","26806","1150","52.96506715","1460.158","21127.15"
"2022-10-20","HP1","2","2740","62919","165.584670767","18792.601210526314","125433.22"
"2022-10-20","HP2","5","32439","227012","630.555525746983","69046.28404646085","574424.55"
"2022-10-21","DD","6","42114","1333373","3605.361357780334","393673.8490001709","1674865.07"
"2022-10-21","DP1","51","1129618","443644","1238.816007113443","135085.64432886668","966740.94"
"2022-10-21","HP1","2","4291","131386","343.550514324","38034.18468831169","232838.84"
"2022-10-21","HP2","3","13351","236774","573.0006852285","65041.36458441558","373858.74"
"2022-10-21","DP2","49","941087","544298","1602.243209930992","164526.73124835477","1344834.55"
"2022-10-24","DD","4","237090","418567","1128.303147113","117250.238","451770.21"
"2022-10-24","DP1","58","1118425","485333","1465.997059855285","156981.45395068542","1070018.54"
"2022-10-24","DP2","50","1063698","519613","1633.100790840718","175947.46197777777","1686298.64"
"2022-10-24","HD","1","25699","1131","39.0595351875","1334.858","21634.75"
"2022-10-24","HP1","2","11558","167562","441.0866045095","49897.399","361594.89"
"2022-10-24","HP2","3","43916","102931","294.236469492324","31240.775800505053","263156.64"
"2022-10-25","HP2","3","27048","259573","747.749045289831","81884.06071374459","568110.17"
"2022-10-25","HP1","2","4976","126046","342.3259661915","36817.289","223981.02"
"2022-10-25","DP1","55","1217591","556710","1601.613967970346","193124.99266580088","1509125.15"
"2022-10-25","DD","4","24649","680232","1974.498517417","219782.1103636364","874274.38"
"2022-10-25","DP2","53","1137276","510349","1733.99496192942","184861.0496163781","1447980.38"
"2022-10-26","HP2","4","41202","162143","529.09761871689","61826.35710873015","506473.86"
"2022-10-26","HP1","2","8947","146709","398.0953933365","48241.01127272727","403567.31"
"2022-10-26","DP1","55","1177227","377120","1192.239663141945","147612.32588042924","1227706.95"
"2022-10-26","DD","4","98367","440425","1298.147153974","147888.4045974026","670508.54"
"2022-10-26","DP2","52","1124575","525609","1668.680549992539","197183.6947562049","1973506.76"
"2022-10-27","DP2","51","1059088","448266","1458.929967299298","172253.52871617692","1562133.19"
"2022-10-27","HP2","3","22926","164316","489.126040548385","56430.29831140955","435317.77"
"2022-10-27","HP1","2","4995","144688","392.3609372205","50440.499937799046","313548.03"
"2022-10-27","DP1","59","1266197","427132","1314.82215170966","172264.309680397","1354607.74"
"2022-10-27","DD","4","8130","478326","1457.997442144","172498.39576387248","874885.31"
"2022-10-28","HP2","3","35208","147902","476.03177739323","53675.10950837925","490511.64"
"2022-10-28","HP1","2","9007","199764","517.869988068","66493.57547933885","433326.54"
"2022-10-28","DP1","47","975896","338415","1017.085209218515","128355.17760844814","1025930.08"
"2022-10-28","DD","5","37151","820448","2339.372917944","299888.2644391972","1326035.44"
"2022-10-28","DP2","45","962613","499853","1518.330346114238","179258.38854221764","1538646.23"
"2022-10-31","HP1","1","1364","75361","228.288022202","27828.01032231405","139692.28"
"2022-10-31","HP2","1","14508","160647","443.899982506","57009.329603305785","257605.65"
"2022-10-31","DP2","41","884795","635336","1901.166158668913","239783.62671838843","1809723.01"
"2022-10-31","DP1","42","940582","274621","926.080444140436","107577.12195941232","1070326.56"
"2022-10-31","DD","3","13782","300598","885.181521742","111165.10523966944","515453.08"
"2022-11-02","HP2","4","27311","271259","755.386865621814","94600.8377724977","514142.94"
"2022-11-02","HP1","1","576","3178","9.855038125","2241.763","12557.27"
"2022-11-02","DP2","48","1023793","407596","1404.271216043987","163021.45989536273","1326633.81"
"2022-11-02","DP1","54","1203852","516780","1377.306326036925","181437.12987929292","1238909.22"
"2022-11-02","DD","4","9038","441204","1183.595900796","154952.13009917355","710242.1"
"2022-11-03","HP1","1","2475","53345","158.929671035","20293.385553719007","132727.89"
"2022-11-03","DP1","63","1382184","533810","1684.104913669159","207022.0401275351","1713983.5"
"2022-11-03","DP2","56","1179764","431672","1676.931970405282","201275.2341018939","1826984.91"
"2022-11-03","HP2","5","44520","264407","839.172866876681","103878.55017412764","618394.92"
"2022-11-03","DD","2","72450","308730","1073.462880876","138682.00847933884","719308.03"
"2022-11-04","DP1","57","1209576","420793","1244.136732399093","159611.76504640232","1069154.67"
"2022-11-04","DP2","51","1115579","525679","1787.66410153043","217721.12950309427","1677321.27"
"2022-11-04","HD","1","338","26842","85.379043629","11267.813727272727","90374.81"
"2022-11-04","HP1","1","416","23632","63.740248036","8243.948363636364","72598.54"
"2022-11-04","HP2","3","33771","172030","505.204391906278","60649.57138615703","580986.92"
"2022-11-04","DD","3","16638","1151984","3499.8594993","459527.6805289256","2032221.49"
"2022-11-07","HP1","2","6154","133640","380.530084658","49455.72890909091","308164.48"
"2022-11-07","HP2","4","36900","113083","338.792443017288","44743.54518337925","453358.12"
"2022-11-07","DP2","50","1154323","528383","1806.525484887366","225417.10841863605","1865728.28"
"2022-11-07","DP1","53","1167947","477519","1627.366324838209","183358.5447188148","1517561.5"
"2022-11-07","DD","4","15789","344938","932.444688514","117386.60890909092","480132.56"
"2022-11-08","HP2","4","34338","136741","431.217781590155","56251.62513820018","557397.71"
"2022-11-08","DD","4","21476","495400","1553.699211476","191826.5552892562","973137.03"
"2022-11-08","DP2","56","1175201","551758","1833.543913701957","227713.7468572314","2146694.89"
"2022-11-08","DP1","49","1194852","333613","1120.435109442172","135229.3719566026","960949.39"
"2022-11-08","HP1","2","6111","129897","348.8231530385","47952.05508489857","298841.34"
"2022-11-09","DP1","18","332276","116945","415.849623509","53593.01429977461","323314.7"
"2022-11-09","DD","5","70311","270919","840.066896998944","110959.13652103204","590440.18"
"2022-11-09","DP2","25","486742","307273","964.363678659777","124934.8706864134","856300.61"
"2022-11-09","HP1","2","7340","128837","393.768228918","51507.70329977461","289249.71"
"2022-11-09","HP2","2","48508","32857","95.423607530987","12873.78003369408","121214.74"
"2022-11-09","HD","1","4727","33816","112.700204588","14770.120649887303","143383.79"
"2022-11-10","DP2","49","1063310","565020","1650.851932329586","230525.06757604767","1736743.65"
"2022-11-10","HP1","1","6967","171282","579.86632858","74203.21478512397","318494.4"
"2022-11-10","DD","3","4840","190992","622.686009234","82482.552","473463.91"
"2022-11-10","HP2","2","30839","59720","159.940596628747","22362.33786740337","184865.92"
"2022-11-10","DP1","50","1172642","491882","1514.248653299648","204463.1351850238","1197938.19"
"2022-11-14","DP2","65","1427218","825546","2350.083345280408","321907.3120536748","2378329.51"
"2022-11-14","DD","3","7744","509268","1344.167692473","197203.7491990984","902140.01"
"2022-11-14","DP1","49","1808542","229727","680.985083941598","90624.0395277274","698067.82"
"2022-11-14","HP1","2","4274","30538","93.165427076","12578.456","60005.31"
"2022-11-14","HP2","2","24291","63301","164.738403712419","24694.521632582026","187465.81"
"2022-11-15","DD","5","27235","762190","2211.604630226","296776.1072997746","1500841.42"
"2022-11-15","DP1","56","1327735","380120","1250.700000909883","153809.16875141946","1121401.39"
"2022-11-15","DP2","70","1541443","511042","2111.214664846348","235679.3555259905","1865052.11"
"2022-11-15","HP1","2","6870","123281","347.498295837","45707.37759954921","242557.52"
"2022-11-15","HP2","4","47906","295086","1020.308362483302","124382.64129454372","860864.31"
"2022-11-16","HP1","2","6674","77942","250.5489813085","35920.33054921112","214158.81"
"2022-11-16","DD","4","616176","508667","1718.93428869","211793.8732997746","1057701.26"
"2022-11-16","DP1","59","1505330","532166","1631.489073410213","209739.26793108328","1385000.92"
"2022-11-16","DP2","62","1457370","575147","1937.817047782909","238107.37447192683","1824049.73"
"2022-11-16","HP2","3","42965","199755","549.157076448228","73805.53637895515","617424.25"
"2022-11-17","HP1","2","6695","75589","252.421074099","30535.789188663493","189880.95"
"2022-11-17","DD","4","14077","670446","2086.709977884","267031.16220953333","1269799.24"
"2022-11-17","DP1","60","1469956","493273","1698.033627990945","210241.0002521511","1424664.85"
"2022-11-17","DP2","62","1376765","534560","1863.268756984941","221361.01650515015","1831389.09"
"2022-11-17","HP2","4","43884","234500","666.8240705378699","90887.73670902352","470493.9"
"2022-11-18","DD","5","29450","1186256","3525.731287145","456967.4223646381","1956856.03"
"2022-11-18","DP1","46","1173229","267423","856.603019452194","106930.67876266345","706528.17"
"2022-11-18","DP2","60","1132988","796373","2266.473234500638","292386.2389875028","1942628.25"
"2022-11-18","HP1","2","4398","105141","309.0294718525","39131.45336363636","249642.62"
"2022-11-18","HP2","1","2851","124356","342.3405577745","42881.571","314107.73"
"2022-11-21","DD","3","25678","428733","1151.432596699","154876.35529977462","609491.32"
"2022-11-21","HP1","2","11694","194192","609.9210061195","72595.42002267604","392682.19"
"2022-11-21","DP1","52","1203032","442475","1583.211561714284","183530.9611577526","1394618.33"
"2022-11-21","DP2","58","1460485","727697","2366.389701569485","284152.01214085426","2206687.38"
"2022-11-21","HP2","1","5001","40665","111.038817341","14004.078","107427.63"
"2022-11-22","HP2","3","12874","116112","332.502616075","43299.53671791544","199459.32"
"2022-11-22","DP1","46","1028791","278088","978.784200959277","113452.53496310132","883014.88"
"2022-11-22","DP2","47","994463","527089","1666.605036993466","207420.3115983324","1641689.56"
"2022-11-22","DD","5","64016","373332","1119.757680983","140548.50881360564","605463.91"
"2022-11-22","HP1","2","4443","31032","96.25313023","13535.64552631579","114581.1"
"2022-11-23","HP2","3","7979","112199","324.198741196","43569.45702267605","292171.48"
"2022-11-23","HP1","2","8266","165851","452.674418044","60625.39123611416","293145.84"
"2022-11-23","DP2","51","1038266","415042","1130.094385534992","162416.99180033154","1254713.9"
"2022-11-23","DD","4","19475","380774","1062.48806605","140497.12331433358","611549.81"
"2022-11-23","DP1","39","917363","183347","709.90287371822","86753.32095237992","769870.86"
"2022-11-24","DD","3","67311","477309","1375.017438752","194455.11489036915","1028876.07"
"2022-11-24","DP1","54","1130992","388254","1244.572086266954","166041.6883697166","1146556.88"
"2022-11-24","DP2","52","1020099","510502","1521.789948022369","217529.3133521264","1550986.42"
"2022-11-24","HP1","1","3810","100951","305.3937370195","41184.818832535886","181372.02"
"2022-11-24","HP2","2","2496","154034","431.568932588","63345.999153527046","485557.43"
"2022-11-25","HP2","3","18755","225314","559.8414532375","84745.03936405336","500047.25"
"2022-11-25","HP1","1","1865","21654","51.8882798505","8700.209802267605","81368.12"
