DATE,LOCUS,WOANBL
2023-05-18,WP,501
2023-05-19,NL,57
2023-05-19,TL,3
2023-05-19,WC,16
2023-05-19,WP,669
2023-05-20,NL,1018
2023-05-20,WP,290
2023-05-21,NL,14905
2023-05-22,NL,11528
2023-05-22,TL,32
2023-05-22,WP,2284
2023-05-23,NL,42778
2023-05-23,TL,3
2023-05-23,WC,4
2023-05-23,WP,507
2023-05-24,NL,14541
2023-05-24,TL,9
2023-05-24,WC,13
2023-05-24,WP,537
2023-05-25,NL,10164
2023-05-25,TL,9
2023-05-25,WP,504
2023-05-26,NL,90
2023-05-26,TL,13
2023-05-26,WC,10
2023-05-26,WP,499
2023-05-27,NL,327
2023-05-27,WP,152
2023-05-28,NL,9676
2023-05-29,NL,18101
2023-05-29,WC,3
2023-05-29,WP,1566
2023-05-30,NL,29655
2023-05-30,TL,10
2023-05-30,WP,788
2023-05-31,NL,14251
2023-05-31,TL,6
2023-05-31,WP,720
2023-06-01,NL,33481
2023-06-01,TL,7
2023-06-01,WC,2
2023-06-01,WP,677
2023-06-02,NL,23
2023-06-02,TL,7
2023-06-02,WC,1
2023-06-02,WP,613
2023-06-03,NL,961
2023-06-03,WP,251
2023-06-04,NL,15300
2023-06-05,NL,22219
2023-06-05,TL,2
2023-06-05,WP,1732
2023-06-06,NL,33001
2023-06-06,TL,1
2023-06-06,WP,676
2023-06-07,NL,12543
2023-06-07,TL,10
2023-06-07,WC,2
2023-06-07,WP,583
2023-06-08,NL,26121
2023-06-08,TL,8
2023-06-08,WP,646
2023-06-09,NL,23
2023-06-09,TL,9
2023-06-09,WC,4
2023-06-09,WP,557
2023-06-10,NL,943
2023-06-10,WC,4
2023-06-10,WP,187
2023-06-11,NL,12903
2023-06-12,NL,20489
2023-06-12,TL,4
2023-06-12,WP,1640
2023-06-13,NL,29242
2023-06-13,TL,27
2023-06-13,WP,679
2023-06-14,NL,14172
2023-06-14,TL,8
2023-06-14,WC,2
2023-06-14,WP,671
2023-06-15,NL,26259
2023-06-15,WC,9
2023-06-15,WP,537
2023-06-16,NL,396
2023-06-16,TL,4
2023-06-16,WC,1
2023-06-16,WP,608
2023-06-17,NL,1158
2023-06-17,WP,223
2023-06-18,NL,16885
2023-06-19,NL,20969
2023-06-19,TL,14
2023-06-19,WC,7
2023-06-19,WP,1395
2023-06-20,NL,28675
2023-06-20,TL,5
2023-06-20,VRET,195
2023-06-20,WC,5
2023-06-20,WP,563
2023-06-21,NL,15621
2023-06-21,WP,561
2023-06-22,NL,23428
2023-06-22,TL,1
2023-06-22,WP,532
2023-06-23,NL,19
2023-06-23,TL,3
2023-06-23,WC,11
2023-06-23,WP,399
2023-06-24,NL,944
2023-06-24,WC,2
2023-06-24,WP,192
2023-06-25,NL,13325
2023-06-26,NL,20099
2023-06-26,TL,2
2023-06-26,WC,1
2023-06-26,WP,1424
2023-06-27,NL,27217
2023-06-27,TL,4
2023-06-27,WC,4
2023-06-27,WP,511
2023-06-28,NL,12294
2023-06-28,TL,2
2023-06-28,WC,13
2023-06-28,WP,612
2023-06-29,NL,22726
2023-06-29,WC,1
2023-06-29,WP,603
2023-06-30,NL,73
2023-06-30,TL,11
2023-06-30,WC,10
2023-06-30,WP,513
2023-07-01,NL,460
2023-07-01,WP,241
2023-07-02,NL,13382
2023-07-03,NL,19558
2023-07-03,TL,5
2023-07-03,WC,24
2023-07-03,WP,1309
2023-07-04,NL,28421
2023-07-04,TL,11
2023-07-04,WC,3
2023-07-04,WP,422
2023-07-05,NL,14953
2023-07-05,TL,17
2023-07-05,WC,5
2023-07-05,WP,487
2023-07-06,NL,25266
2023-07-06,TL,9
2023-07-06,WP,562
2023-07-07,NL,11
2023-07-07,TL,1
2023-07-07,WP,520
2023-07-08,NL,821
2023-07-08,WP,263
2023-07-09,NL,15392
2023-07-10,NL,21780
2023-07-10,TL,7
2023-07-10,WP,1573
2023-07-11,NL,30600
2023-07-11,TL,1
2023-07-11,WP,523
2023-07-12,NL,14157
2023-07-12,TL,6
2023-07-12,WP,591
2023-07-13,NL,24929
2023-07-13,TL,3
2023-07-13,WC,5
2023-07-13,WP,546
2023-07-14,NL,9
2023-07-14,TL,4
2023-07-14,WP,516
2023-07-15,NL,835
2023-07-15,WP,192
2023-07-16,NL,15543
2023-07-17,NL,27313
2023-07-17,TL,9
2023-07-17,WC,1
2023-07-17,WP,1407
2023-07-18,NL,37771
2023-07-18,TL,4
2023-07-18,WC,16
2023-07-18,WP,552
2023-07-19,NL,5305
2023-07-19,TL,7
2023-07-19,VRET,221
2023-07-19,WC,2
2023-07-19,WP,464
2023-07-20,NL,24877
2023-07-20,TL,3
2023-07-20,WC,2
2023-07-20,WP,465
2023-07-21,NL,1
2023-07-21,WC,2
2023-07-21,WP,426
2023-07-22,NL,707
2023-07-22,WC,11
2023-07-22,WP,224
2023-07-23,NL,18933
2023-07-24,NL,25252
2023-07-24,TL,8
2023-07-24,WP,1094
2023-07-25,NL,30937
2023-07-25,TL,1
2023-07-25,WC,13
2023-07-25,WP,477
2023-07-26,NL,20171
2023-07-26,WC,11
2023-07-26,WP,398
2023-07-27,NL,30909
2023-07-27,TL,9
2023-07-27,WC,21
2023-07-27,WP,478
2023-07-28,NL,12
2023-07-28,TL,2
2023-07-28,WC,3
2023-07-28,WP,452
2023-07-29,NL,1243
2023-07-29,WC,1
2023-07-29,WP,211
2023-07-30,NL,19383
2023-07-31,NL,23869
2023-07-31,TL,8
2023-07-31,WC,3
2023-07-31,WP,1321
2023-08-01,NL,24591
2023-08-01,WC,11
2023-08-01,WP,617
2023-08-02,NL,19689
2023-08-02,WP,536
2023-08-03,NL,29357
2023-08-03,TL,11
2023-08-03,VRET,75
2023-08-03,WP,476
2023-08-04,NL,47
2023-08-04,WP,439
2023-08-05,NL,908
2023-08-05,WC,8
2023-08-05,WP,201
2023-08-06,NL,16928
2023-08-07,NL,15841
2023-08-07,TL,3
2023-08-07,WC,7
2023-08-07,WP,1218
2023-08-08,NL,24267
2023-08-08,TL,2
2023-08-08,WC,5
2023-08-08,WP,478
2023-08-09,NL,10805
2023-08-09,TL,1
2023-08-09,WC,7
2023-08-09,WP,375
2023-08-10,NL,26085
2023-08-10,TL,3
2023-08-10,WC,11
2023-08-10,WP,450
2023-08-11,NL,11659
2023-08-11,TL,16
2023-08-11,WC,22
2023-08-11,WP,397
2023-08-12,NL,799
2023-08-12,WC,3
2023-08-12,WP,157
2023-08-13,NL,3803
2023-08-14,NL,20916
2023-08-14,TL,3
2023-08-14,WC,13
2023-08-14,WP,1104
2023-08-15,NL,29768
2023-08-15,WC,2
2023-08-15,WP,438
2023-08-16,NL,16817
2023-08-16,TL,6
2023-08-16,WC,12
2023-08-16,WP,458
2023-08-17,NL,20157
2023-08-17,TL,2
2023-08-17,WC,9
2023-08-17,WP,442
2023-08-18,NL,1
2023-08-18,WC,19
2023-08-18,WP,430
2023-08-19,NL,1380
2023-08-19,WP,170
2023-08-20,NL,21414
2023-08-21,NL,13744
2023-08-21,TL,8
2023-08-21,WC,8
2023-08-21,WP,1104
2023-08-22,NL,30669
2023-08-22,WC,6
2023-08-22,WP,496
2023-08-23,NL,7401
2023-08-23,TL,2
2023-08-23,WC,2
2023-08-23,WP,460
2023-08-24,NL,30136
2023-08-24,TL,25
2023-08-24,VRET,50
2023-08-24,WP,462
2023-08-25,NL,313
2023-08-25,WC,8
2023-08-25,WP,436
2023-08-26,NL,2413
2023-08-26,WP,172
2023-08-27,NL,16453
2023-08-28,NL,24568
2023-08-28,TL,1
2023-08-28,WC,1
2023-08-28,WP,1300
2023-08-29,NL,30947
2023-08-29,TL,1
2023-08-29,VRET,25
2023-08-29,WC,4
2023-08-29,WP,576
2023-08-30,NL,21646
2023-08-30,TL,3
2023-08-30,WC,20
2023-08-30,WP,587
2023-08-31,NL,17922
2023-08-31,TL,25
2023-08-31,VRET,25
2023-08-31,WP,647
2023-09-01,NL,23
2023-09-01,TL,1
2023-09-01,WC,7
2023-09-01,WP,549
2023-09-02,NL,889
2023-09-02,WC,8
2023-09-02,WP,183
2023-09-03,NL,20235
2023-09-04,NL,25767
2023-09-04,TL,2
2023-09-04,WC,5
2023-09-04,WP,1542
2023-09-05,NL,22232
2023-09-05,WC,6
2023-09-05,WP,547
2023-09-06,NL,17390
2023-09-06,TL,1
2023-09-06,WC,3
2023-09-06,WP,470
2023-09-07,NL,27309
2023-09-07,TL,13
2023-09-07,WC,4
2023-09-07,WP,477
2023-09-08,NL,2
2023-09-08,TL,3
2023-09-08,WP,132
2023-09-09,NL,712
2023-09-10,NL,332
2023-09-11,NL,0
2023-09-12,NL,440
2023-09-13,NL,196
2023-09-14,NL,218
2023-09-15,NL,0
2023-09-16,NL,0
2023-09-17,NL,0
2023-09-18,NL,634
2023-09-19,NL,0
2023-09-20,NL,0
2023-09-21,NL,0
2023-09-22,NL,0
2023-09-23,NL,0
2023-09-24,NL,0
2023-09-25,NL,0
2023-09-26,NL,0
2023-09-27,NL,0
2023-09-28,NL,0
2023-09-29,NL,0
2023-09-30,NL,0
2023-10-01,NL,0
2023-10-02,NL,0
2023-10-03,NL,0
2023-10-04,NL,0
2023-10-05,NL,0
2023-10-06,NL,0
2023-10-07,NL,0
2023-10-08,NL,0
2023-10-09,NL,0
2023-10-10,NL,0
2023-10-11,NL,0
2023-10-12,NL,0
2023-10-13,NL,0
