DATE,LOCUS,WOANBL
2021-01-29,TL,1
2021-01-30,NL,1556
2021-01-31,NL,15825
2021-02-01,ARWEB,14
2021-02-01,NL,16405
2021-02-02,NL,34887
2021-02-03,NL,24634
2021-02-03,NWECO,77
2021-02-04,NL,33246
2021-02-05,NL,706
2021-02-06,NL,2822
2021-02-07,NL,26495
2021-02-08,NL,26723
2021-02-08,NWDSP,8
2021-02-08,NWECO,75
2021-02-08,TL,3
2021-02-09,NL,49099
2021-02-09,TL,5
2021-02-10,NL,29382
2021-02-10,NWECO,0
2021-02-11,NL,34741
2021-02-12,NL,652
2021-02-13,NL,2267
2021-02-14,NL,22477
2021-02-15,NL,29514
2021-02-16,NL,43254
2021-02-16,TL,2
2021-02-17,NL,24359
2021-02-18,NL,35623
2021-02-19,NL,1736
2021-02-19,TL,2
2021-02-20,NL,1794
2021-02-21,NL,25741
2021-02-22,NL,28102
2021-02-22,TL,1
2021-02-23,NL,44011
2021-02-24,NL,31124
2021-02-25,NL,35607
2021-02-26,NL,3532
2021-02-27,NL,2652
2021-02-28,NL,25684
2021-03-01,NL,24879
2021-03-01,TL,3
2021-03-02,NL,46451
2021-03-03,NL,26146
2021-03-03,TL,1
2021-03-04,NL,37592
2021-03-05,NL,2838
2021-03-06,NL,4019
2021-03-07,NL,27731
2021-03-08,NL,27129
2021-03-08,NWDSP,37
2021-03-09,NL,54702
2021-03-09,NWECO,124
2021-03-09,TL,2
2021-03-10,NL,24757
2021-03-11,NL,54939
2021-03-11,TL,11
2021-03-12,NL,3237
2021-03-13,NL,2711
2021-03-14,NL,28075
2021-03-15,NL,24242
2021-03-15,TL,7
2021-03-16,NL,50528
2021-03-16,NWKL,1197
2021-03-16,TL,3
2021-03-17,NL,15648
2021-03-18,NL,39583
2021-03-18,TL,2
2021-03-18,VRET,97
2021-03-19,NL,8012
2021-03-20,NL,1133
2021-03-21,NL,18601
2021-03-22,NL,31274
2021-03-22,TL,7
2021-03-23,NL,45730
2021-03-24,NL,20152
2021-03-24,TL,3
2021-03-25,NL,12126
2021-03-25,TL,12
2021-03-26,NL,559
2021-03-26,TL,2
2021-03-27,NL,3859
2021-03-28,NL,13201
2021-03-29,NL,41121
2021-03-29,NWKL,2955
2021-03-29,TL,3
2021-03-30,NL,12837
2021-03-30,TL,2
2021-03-31,NL,28560
2021-04-01,NL,3961
2021-04-01,NWDSP,35
2021-04-01,NWECO,172
2021-04-01,TL,4
2021-04-02,NL,1571
2021-04-02,TL,6
2021-04-04,NL,4845
2021-04-05,NL,22893
2021-04-06,NL,12421
2021-04-06,TL,20
2021-04-07,NL,12391
2021-04-07,TL,1
2021-04-08,NL,34979
2021-04-08,NWECO,74
2021-04-08,NWKL,830
2021-04-08,TL,1
2021-04-09,NL,4248
2021-04-09,TL,1
2021-04-10,NL,1757
2021-04-11,NL,6921
2021-04-12,NL,39324
2021-04-12,TL,7
2021-04-13,NL,7835
2021-04-13,TL,5
2021-04-14,NL,7833
2021-04-14,TL,12
2021-04-15,NL,36373
2021-04-16,NL,3852
2021-04-17,NL,741
2021-04-18,NL,10295
2021-04-19,NL,60234
2021-04-19,NWDSP,38
2021-04-19,NWECO,193
2021-04-19,NWKL,253
2021-04-19,TL,7
2021-04-20,NL,10393
2021-04-20,TL,1
2021-04-20,VRET,25
2021-04-21,NL,23749
2021-04-21,TL,4
2021-04-22,NL,31643
2021-04-22,NWECO,2
2021-04-22,TL,2
2021-04-23,NL,20038
2021-04-23,TL,1
2021-04-24,NL,147
2021-04-25,NL,8264
2021-04-26,NL,28287
2021-04-26,TL,1
2021-04-27,NL,17007
2021-04-27,TL,22
2021-04-28,NL,18139
2021-04-28,TL,4
2021-04-29,NL,28360
2021-04-29,TL,10
2021-04-30,NL,4443
2021-04-30,TL,12
2021-05-01,NL,500
2021-05-02,NL,13539
2021-05-03,NL,30252
2021-05-03,TL,1
2021-05-04,NL,40736
2021-05-04,TL,20
2021-05-05,NL,16867
2021-05-05,TL,2
2021-05-06,NL,22048
2021-05-06,TL,1
2021-05-07,NL,11008
2021-05-07,TL,21
2021-05-08,NL,1652
2021-05-09,NL,34038
2021-05-10,NL,26078
2021-05-10,TL,11
2021-05-11,NL,16954
2021-05-12,NL,24431
2021-05-12,TL,23
2021-05-13,NL,16751
2021-05-14,NL,16854
2021-05-14,TL,32
2021-05-15,NL,1139
2021-05-16,NL,32243
2021-05-17,NL,35870
2021-05-17,TL,1
2021-05-18,NL,36481
2021-05-18,TL,7
2021-05-19,NL,25382
2021-05-19,TL,39
2021-05-20,NL,8627
2021-05-20,TL,2
2021-05-20,VRET,50
2021-05-21,NL,1312
2021-05-21,TL,4
2021-05-23,NL,18516
2021-05-24,NL,37121
2021-05-25,NL,47425
2021-05-26,NL,28070
2021-05-26,TL,21
2021-05-27,NL,36771
2021-05-27,NWDSP,32
2021-05-27,NWECO,211
2021-05-27,TL,7
2021-05-28,NL,648
2021-05-28,TL,6
2021-05-29,NL,3458
2021-05-30,NL,24311
2021-05-31,NL,31252
2021-05-31,TL,27
2021-06-01,NL,35538
2021-06-01,TL,8
2021-06-02,NL,26481
2021-06-02,TL,13
2021-06-03,NL,42120
2021-06-03,NWECO,107
2021-06-03,TL,50
2021-06-04,NL,431
2021-06-04,TL,42
2021-06-05,NL,2605
2021-06-06,NL,20865
2021-06-07,NL,34352
2021-06-07,TL,3
2021-06-08,NL,49564
2021-06-08,TL,2
2021-06-09,NL,26155
2021-06-09,TL,5
2021-06-10,NL,35864
2021-06-10,TL,2
2021-06-11,NL,610
2021-06-11,TL,43
2021-06-12,NL,3269
2021-06-13,NL,24939
2021-06-14,NL,37397
2021-06-14,TL,29
2021-06-15,NL,30979
2021-06-15,TL,21
2021-06-16,NL,26803
2021-06-17,NL,34024
2021-06-17,TL,7
2021-06-18,NL,564
2021-06-19,NL,2001
2021-06-20,NL,16482
2021-06-21,NL,28193
2021-06-21,TL,3
2021-06-22,NL,27034
2021-06-22,TL,2
2021-06-23,NL,19712
2021-06-23,TL,1
2021-06-24,NL,28987
2021-06-25,NL,370
2021-06-25,TL,29
2021-06-26,NL,2440
2021-06-27,NL,17362
2021-06-28,NL,26442
2021-06-28,TL,6
2021-06-28,VRET,50
2021-06-29,NL,31519
2021-06-30,NL,20988
2021-06-30,TL,3
2021-07-01,NL,30162
2021-07-01,TL,1
2021-07-02,NL,421
2021-07-02,TL,14
2021-07-03,NL,1896
2021-07-04,NL,18884
2021-07-05,NL,29486
2021-07-05,TL,299
2021-07-06,NL,29841
2021-07-06,TL,4
2021-07-07,NL,19811
2021-07-07,TL,1
2021-07-08,NL,27905
2021-07-08,TL,11
2021-07-09,NL,392
2021-07-09,TL,1
2021-07-10,NL,2926
2021-07-11,NL,17654
2021-07-12,NL,28300
2021-07-12,TL,1
2021-07-13,NL,31735
2021-07-14,NL,19451
2021-07-14,TL,4
2021-07-15,NL,27528
2021-07-16,NL,1003
2021-07-17,NL,3721
2021-07-18,NL,15818
2021-07-19,NL,4478
2021-07-19,TL,72
2021-07-20,NL,23594
2021-07-20,TL,6
2021-07-21,NL,17300
2021-07-22,NL,26844
2021-07-22,TL,2
2021-07-23,NL,420
2021-07-23,VRET,150
2021-07-24,NL,3531
2021-07-25,NL,14311
2021-07-26,NL,30534
2021-07-27,NL,25189
2021-07-27,TL,6
2021-07-28,NL,20653
2021-07-29,NL,26770
2021-07-29,TL,2
2021-07-29,VRET,50
2021-07-30,NL,330
2021-07-30,TL,4
2021-07-31,NL,2580
2021-08-01,NL,15570
2021-08-02,NL,27025
2021-08-02,TL,7
2021-08-03,NL,29310
2021-08-04,NL,18676
2021-08-05,NL,28374
2021-08-06,NL,358
2021-08-06,TL,1
2021-08-07,NL,3141
2021-08-08,NL,16912
2021-08-09,NL,24625
2021-08-09,TL,38
2021-08-10,NL,29934
2021-08-10,TL,3
2021-08-11,NL,20275
2021-08-12,NL,29190
2021-08-12,TL,4
2021-08-13,NL,287
2021-08-13,TL,2
2021-08-14,NL,2262
2021-08-15,NL,15806
2021-08-16,NL,25655
2021-08-17,NL,31928
2021-08-17,TL,3
2021-08-18,NL,17767
2021-08-19,NL,28089
2021-08-19,TL,8
2021-08-20,NL,382
2021-08-20,TL,1
2021-08-21,NL,3272
2021-08-22,NL,17455
2021-08-23,NL,32676
2021-08-23,TL,3
2021-08-24,NL,39696
2021-08-24,TL,5
2021-08-25,NL,22732
2021-08-25,TL,37
2021-08-26,NL,35654
2021-08-26,TL,2
2021-08-27,NL,619
2021-08-28,NL,2966
2021-08-29,NL,21851
2021-08-30,NL,26218
2021-08-30,TL,11
2021-08-31,NL,38867
2021-08-31,PHKER,442
2021-08-31,TL,5
2021-09-01,NL,19529
2021-09-01,TL,3
2021-09-02,NL,36142
2021-09-03,NL,350
2021-09-03,PHKER,4069
2021-09-04,NL,2332
2021-09-05,NL,21682
2021-09-06,NL,30234
2021-09-06,TL,10
2021-09-07,NL,37985
2021-09-07,PHKER,1190
2021-09-07,TL,7
2021-09-08,NL,18172
2021-09-08,PHKER,4612
2021-09-09,NL,31176
2021-09-09,PHKER,4380
2021-09-09,TL,5
2021-09-10,NL,1145
2021-09-10,PHKER,6309
2021-09-10,TL,1
2021-09-11,NL,2893
2021-09-12,NL,18738
2021-09-13,NL,28737
2021-09-13,PHKER,3563
2021-09-13,TL,4
2021-09-14,NL,36908
2021-09-14,TL,2
2021-09-15,NL,18426
2021-09-15,PHKER,1036
2021-09-15,TL,2
2021-09-16,NL,32593
2021-09-16,TL,4
2021-09-17,NL,722
2021-09-18,NL,3108
2021-09-19,NL,24167
2021-09-20,NL,32029
2021-09-21,NL,45417
2021-09-21,TL,2
2021-09-21,WP,3
2021-09-22,ARWEB,57
2021-09-22,NL,24993
2021-09-22,NLKER,0
2021-09-22,PHKER,4122
2021-09-23,NL,37233
2021-09-23,PHKER,5709
2021-09-23,WC,5
2021-09-24,ARWEB,6
2021-09-24,NL,624
2021-09-24,WC,3
2021-09-24,WP,8
2021-09-25,NL,3155
2021-09-26,NL,23822
2021-09-27,NL,35291
2021-09-27,PHKER,4506
2021-09-27,TL,2
2021-09-27,WP,27
2021-09-28,NL,38398
2021-09-28,WP,56
2021-09-29,NL,20128
2021-09-29,PHKER,6198
2021-09-29,VRET,50
2021-09-29,WP,20
2021-09-30,NL,41786
2021-09-30,TL,7
2021-09-30,WP,90
2021-10-01,ARWEB,3
2021-10-01,NL,331
2021-10-01,PHKER,196
2021-10-01,TL,1
2021-10-01,WP,58
2021-10-02,NL,3075
2021-10-03,NL,23418
2021-10-04,NL,35347
2021-10-04,NWDSP,15
2021-10-04,TL,1
2021-10-04,WP,9
2021-10-05,NL,41481
2021-10-05,PHKER,4809
2021-10-05,TL,2
2021-10-05,WP,67
2021-10-06,NL,23669
2021-10-06,VRET,24
2021-10-06,WP,29
2021-10-07,NL,35154
2021-10-07,NWKL,7
2021-10-07,TL,4
2021-10-07,WP,47
2021-10-08,NL,362
2021-10-08,PHKER,3525
2021-10-08,WP,44
2021-10-09,NL,2879
2021-10-09,WP,29
2021-10-10,NL,21880
2021-10-11,ARWEB,5
2021-10-11,NL,32669
2021-10-11,NWECO,13
2021-10-11,PHKER,4411
2021-10-11,WP,116
2021-10-12,NL,39217
2021-10-12,PHKER,3274
2021-10-12,TL,4
2021-10-12,WP,43
2021-10-13,NL,18813
2021-10-13,NWECO,11
2021-10-13,PHKER,4667
2021-10-13,TL,2
2021-10-13,WP,33
2021-10-14,NL,36042
2021-10-14,NWECO,4
2021-10-14,PHKER,3726
2021-10-14,WP,45
2021-10-15,NL,330
2021-10-15,PHKER,197
2021-10-15,TL,4
2021-10-15,WP,41
2021-10-16,NL,2181
2021-10-16,WP,42
2021-10-17,NL,24177
2021-10-18,NL,33847
2021-10-18,NWKL,475
2021-10-18,PHKER,368
2021-10-18,WP,168
2021-10-19,ARWEB,1
2021-10-19,NL,42858
2021-10-19,NWECO,18
2021-10-19,NWKL,2
2021-10-19,TL,3
2021-10-19,WC,1
2021-10-19,WP,43
2021-10-20,NL,23086
2021-10-20,TL,1
2021-10-20,WP,36
2021-10-21,NL,39550
2021-10-21,TL,2
2021-10-21,WP,125
2021-10-22,NL,360
2021-10-22,TL,4
2021-10-22,WC,1
2021-10-22,WP,169
2021-10-23,NL,2129
2021-10-23,WP,175
2021-10-24,NL,23933
2021-10-25,NL,39517
2021-10-25,WP,550
2021-10-26,NL,52753
2021-10-26,TL,5
2021-10-26,WP,188
2021-10-27,NL,25168
2021-10-27,NWKL,68
2021-10-27,WP,320
2021-10-28,NL,11592
2021-10-28,TL,3
2021-10-28,WC,1
2021-10-28,WP,306
2021-10-29,NL,1229
2021-10-29,TL,2
2021-10-29,WC,2
2021-10-29,WP,286
2021-10-30,NL,460
2021-10-30,WP,71
2021-10-31,NL,32819
2021-11-01,NL,43748
2021-11-01,WP,694
2021-11-02,NL,47404
2021-11-02,WP,355
2021-11-03,ARWEB,4
2021-11-03,NL,30372
2021-11-03,WC,1
2021-11-03,WP,391
2021-11-04,NL,55733
2021-11-04,TL,17
2021-11-04,WC,3
2021-11-04,WP,353
2021-11-05,NL,498
2021-11-05,WC,1
2021-11-05,WP,635
2021-11-06,NL,4946
2021-11-06,WP,84
2021-11-07,NL,27147
2021-11-08,NL,45177
2021-11-08,TL,1
2021-11-08,WC,3
2021-11-08,WP,1094
2021-11-09,NL,10561
2021-11-09,TL,6
2021-11-09,WC,7
2021-11-09,WP,415
2021-11-10,ARWEB,3
2021-11-10,NL,21826
2021-11-10,VRET,50
2021-11-10,WC,6
2021-11-10,WP,240
2021-11-11,NL,47567
2021-11-11,WC,20
2021-11-11,WP,246
2021-11-12,ARWEB,18
2021-11-12,NL,4011
2021-11-12,NWDSP,5
2021-11-12,TL,15
2021-11-12,WC,10
2021-11-12,WP,311
2021-11-13,NL,5238
2021-11-13,WP,138
2021-11-14,NL,30666
2021-11-15,NL,40961
2021-11-15,TL,9
2021-11-15,WC,8
2021-11-15,WP,855
2021-11-16,NL,63541
2021-11-16,NWDSP,11
2021-11-16,NWECO,52
2021-11-16,WC,17
2021-11-16,WP,391
2021-11-17,NL,28471
2021-11-17,TL,6
2021-11-17,WC,14
2021-11-17,WP,282
2021-11-18,ARWEB,5
2021-11-18,NL,43554
2021-11-18,TL,2
2021-11-18,WC,37
2021-11-18,WP,241
2021-11-19,NL,2049
2021-11-19,TL,1
2021-11-19,WC,19
2021-11-19,WP,220
2021-11-20,NL,6084
2021-11-20,WC,5
2021-11-20,WP,60
2021-11-21,NL,24961
2021-11-22,ARWEB,1
2021-11-22,NL,34798
2021-11-22,TL,3
2021-11-22,WP,865
2021-11-23,NL,47435
2021-11-23,WC,10
2021-11-23,WP,309
2021-11-24,NL,23956
2021-11-24,TL,3
2021-11-24,WC,22
2021-11-24,WP,352
2021-11-25,ARWEB,3
2021-11-25,NL,41836
2021-11-25,TL,1
2021-11-25,WC,17
2021-11-25,WP,311
2021-11-26,ARWEB,3
2021-11-26,NL,505
2021-11-26,WC,7
2021-11-26,WP,780
2021-11-27,NL,4669
2021-11-27,WP,294
2021-11-28,NL,26262
2021-11-29,NL,37191
2021-11-29,TL,18
2021-11-29,WC,1
2021-11-29,WP,1595
2021-11-30,NL,49231
2021-11-30,TL,1
2021-11-30,VRET,75
2021-11-30,WC,14
2021-11-30,WP,434
2021-12-01,NL,24420
2021-12-01,WC,3
2021-12-01,WP,284
2021-12-02,NL,43709
2021-12-02,TL,6
2021-12-02,WC,18
2021-12-02,WP,321
2021-12-03,NL,371
2021-12-03,WP,328
2021-12-04,NL,3662
2021-12-04,WP,81
2021-12-05,NL,25506
2021-12-06,NL,34592
2021-12-06,TL,4
2021-12-06,WC,12
2021-12-06,WP,1058
2021-12-07,NL,48920
2021-12-07,TL,4
2021-12-07,WC,2
2021-12-07,WP,419
2021-12-08,NL,24841
2021-12-08,TL,9
2021-12-08,WC,6
2021-12-08,WP,395
2021-12-09,ARWEB,1
2021-12-09,NL,39990
2021-12-09,WC,6
2021-12-09,WP,351
2021-12-10,NL,271
2021-12-10,TL,2
2021-12-10,WP,344
2021-12-11,NL,4051
2021-12-11,WC,1
2021-12-11,WP,76
2021-12-12,NL,26568
2021-12-13,NL,34297
2021-12-13,WC,1
2021-12-13,WP,1120
2021-12-14,NL,53072
2021-12-14,WC,7
2021-12-14,WP,362
2021-12-15,ARWEB,1
2021-12-15,NL,24339
2021-12-15,TL,3
2021-12-15,WC,16
2021-12-15,WP,393
2021-12-16,NL,42324
2021-12-16,TL,1
2021-12-16,WC,5
2021-12-16,WP,296
2021-12-17,NL,348
2021-12-17,NWKL,963
2021-12-17,WC,5
2021-12-17,WP,262
2021-12-18,NL,3561
2021-12-18,WP,85
2021-12-19,NL,30794
2021-12-20,NL,37885
2021-12-20,WC,21
2021-12-20,WP,1187
2021-12-21,NL,54523
2021-12-21,WC,5
2021-12-21,WP,350
2021-12-22,NL,26200
2021-12-22,WC,13
2021-12-22,WP,240
2021-12-23,NL,43208
2021-12-23,VRET,125
2021-12-23,WC,23
2021-12-23,WP,216
2021-12-24,NL,2654
2021-12-24,WC,9
2021-12-24,WP,211
2021-12-25,NL,3734
2021-12-25,WP,28
2021-12-26,NL,31684
2021-12-27,NL,21148
2021-12-27,NWKL,887
2021-12-27,VRET,75
2021-12-27,WC,1
2021-12-27,WP,729
2021-12-28,NL,44712
2021-12-28,TL,9
2021-12-28,WC,18
2021-12-28,WP,306
2021-12-29,NL,20277
2021-12-29,WC,5
2021-12-29,WP,315
2021-12-30,NL,36411
2021-12-30,NWECO,13
2021-12-30,TL,1
2021-12-30,WC,5
2021-12-30,WP,306
2021-12-31,NL,572
2021-12-31,TL,2
2021-12-31,WC,12
2021-12-31,WP,194
2022-01-01,NL,2736
2022-01-01,WC,2
2022-01-01,WP,26
2022-01-02,NL,16412
2022-01-03,NL,24426
2022-01-03,TL,1
2022-01-03,WC,7
2022-01-03,WP,682
2022-01-04,NL,34491
2022-01-04,TL,3
2022-01-04,WC,1
2022-01-04,WP,331
2022-01-05,NL,14504
2022-01-05,WC,1
2022-01-05,WP,298
2022-01-06,NL,36931
2022-01-06,WC,2
2022-01-06,WP,315
2022-01-07,NL,241
2022-01-07,WC,1
2022-01-07,WP,327
2022-01-08,NL,5087
2022-01-08,WP,69
2022-01-09,NL,19682
2022-01-10,NL,29250
2022-01-10,WC,2
2022-01-10,WP,871
2022-01-11,NL,38925
2022-01-11,TL,2
2022-01-11,WC,5
2022-01-11,WP,300
2022-01-12,NL,18509
2022-01-12,WC,11
2022-01-12,WP,274
2022-01-13,NL,31547
2022-01-13,WP,316
2022-01-14,NL,1850
2022-01-14,WC,44
2022-01-14,WP,191
2022-01-15,NL,5604
2022-01-15,WP,56
2022-01-16,NL,18907
2022-01-17,NL,50394
2022-01-17,TL,5
2022-01-17,WC,27
2022-01-17,WP,909
2022-01-18,NL,56633
2022-01-18,WC,12
2022-01-18,WP,317
2022-01-19,NL,24674
2022-01-19,WC,6
2022-01-19,WP,258
2022-01-20,NL,44144
2022-01-20,TL,2
2022-01-20,WC,26
2022-01-20,WP,266
2022-01-21,NL,254
2022-01-21,WC,15
2022-01-21,WP,219
2022-01-22,NL,7636
2022-01-22,WP,64
2022-01-23,NL,19973
2022-01-24,NL,28699
2022-01-24,TL,1
2022-01-24,WC,2
2022-01-24,WP,873
2022-01-25,NL,45668
2022-01-25,TL,1
2022-01-25,WP,335
2022-01-26,NL,20737
2022-01-26,TL,2
2022-01-26,VRET,48
2022-01-26,WC,8
2022-01-26,WP,316
2022-01-27,NL,43693
2022-01-27,WC,16
2022-01-27,WP,288
2022-01-28,NL,235
2022-01-28,WC,13
2022-01-28,WP,224
2022-01-29,NL,8231
2022-01-29,WP,67
2022-01-30,NL,22725
2022-01-31,NL,32668
2022-01-31,WC,6
2022-01-31,WP,840
2022-02-01,NL,43114
2022-02-01,WC,30
2022-02-01,WP,216
2022-02-02,NL,20221
2022-02-02,TL,7
2022-02-02,WC,7
2022-02-02,WP,266
2022-02-03,NL,43492
2022-02-03,WC,12
2022-02-03,WP,299
2022-02-04,NL,418
2022-02-04,WC,6
2022-02-04,WP,365
2022-02-05,NL,10001
2022-02-05,WP,61
2022-02-06,NL,26060
2022-02-07,NL,37423
2022-02-07,WC,1
2022-02-07,WP,902
2022-02-08,NL,55839
2022-02-08,WC,5
2022-02-08,WP,258
2022-02-09,NL,20827
2022-02-09,WC,9
2022-02-09,WP,284
2022-02-10,NL,41255
2022-02-10,WC,19
2022-02-10,WP,274
2022-02-11,NL,451
2022-02-11,TL,4
2022-02-11,WC,4
2022-02-11,WP,334
2022-02-12,NL,7988
2022-02-12,WP,91
2022-02-13,NL,23057
2022-02-14,NL,35730
2022-02-14,TL,2
2022-02-14,WC,11
2022-02-14,WP,988
2022-02-15,NL,53124
2022-02-15,TL,3
2022-02-15,WC,8
2022-02-15,WP,348
2022-02-16,NL,21038
2022-02-16,WC,12
2022-02-16,WP,262
2022-02-17,NL,45508
2022-02-17,VRET,50
2022-02-17,WC,13
2022-02-17,WP,317
2022-02-18,NL,318
2022-02-18,WC,15
2022-02-18,WP,267
2022-02-19,NL,8763
2022-02-19,WP,60
2022-02-20,NL,25201
2022-02-21,NL,35995
2022-02-21,WC,7
2022-02-21,WP,745
2022-02-22,NL,50437
2022-02-22,TL,1
2022-02-22,WC,12
2022-02-22,WP,263
2022-02-23,NL,20510
2022-02-23,TL,7
2022-02-23,WC,6
2022-02-23,WP,261
2022-02-24,NL,39341
2022-02-24,NWDSP,37
2022-02-24,WC,2
2022-02-24,WP,265
2022-02-25,NL,413
2022-02-25,WC,12
2022-02-25,WP,267
2022-02-26,NL,8455
2022-02-26,WP,84
2022-02-27,NL,21800
2022-02-28,NL,33258
2022-02-28,TL,1
2022-02-28,WC,19
2022-02-28,WP,891
2022-03-01,NL,50199
2022-03-01,WC,13
2022-03-01,WP,282
2022-03-02,NL,23069
2022-03-02,TL,2
2022-03-02,WC,6
2022-03-02,WP,318
2022-03-03,NL,44507
2022-03-03,NWECO,148
2022-03-03,TL,3
2022-03-03,WC,17
2022-03-03,WP,285
2022-03-04,NL,648
2022-03-04,NWKL,1916
2022-03-04,WC,23
2022-03-04,WP,278
2022-03-05,NL,8128
2022-03-05,WP,69
2022-03-06,NL,26256
2022-03-07,NL,39558
2022-03-07,TL,7
2022-03-07,WC,5
2022-03-07,WP,882
2022-03-08,NL,47783
2022-03-08,WC,3
2022-03-08,WP,387
2022-03-09,NL,21661
2022-03-09,WC,9
2022-03-09,WP,236
2022-03-10,NL,43273
2022-03-10,TL,1
2022-03-10,WC,4
2022-03-10,WP,289
2022-03-11,NL,315
2022-03-11,WP,312
2022-03-12,NL,8808
2022-03-12,WC,8
2022-03-12,WP,59
2022-03-13,NL,24059
2022-03-14,NL,36356
2022-03-14,TL,4
2022-03-14,WP,1025
2022-03-15,NL,53208
2022-03-15,TL,1
2022-03-15,WC,4
2022-03-15,WP,333
2022-03-16,NL,26428
2022-03-16,WC,10
2022-03-16,WP,274
2022-03-17,NL,47869
2022-03-17,VRET,75
2022-03-17,WC,2
2022-03-17,WP,311
2022-03-18,NL,662
2022-03-18,WC,1
2022-03-18,WP,351
2022-03-19,NL,7752
2022-03-19,WC,2
2022-03-19,WP,73
2022-03-20,NL,24966
2022-03-21,NL,42522
2022-03-21,TL,2
2022-03-21,WC,3
2022-03-21,WP,898
2022-03-22,NL,51694
2022-03-22,TL,4
2022-03-22,WC,2
2022-03-22,WP,283
2022-03-23,NL,7540
2022-03-23,TL,2
2022-03-23,WC,13
2022-03-23,WP,304
2022-03-24,NL,2791
2022-03-24,NWKL,168
2022-03-24,TL,2
2022-03-24,WC,5
2022-03-24,WP,317
2022-03-25,NL,20
2022-03-25,WC,28
2022-03-25,WP,259
2022-03-26,NL,1263
2022-03-26,WC,3
2022-03-26,WP,73
2022-03-27,NL,1434
2022-03-28,NL,3939
2022-03-28,TL,20
2022-03-28,WP,995
2022-03-29,NL,39935
2022-03-29,WC,3
2022-03-29,WP,336
2022-03-30,NL,15460
2022-03-30,WP,359
2022-03-31,NL,45576
2022-03-31,TL,17
2022-03-31,WC,5
2022-03-31,WP,380
2022-04-01,NL,483
2022-04-01,WC,8
2022-04-01,WP,282
2022-04-02,NL,9547
2022-04-02,WP,71
2022-04-03,NL,23141
2022-04-04,NL,36233
2022-04-04,NWECO,88
2022-04-04,NWKL,836
2022-04-04,TL,4
2022-04-04,WC,2
2022-04-04,WP,1160
2022-04-05,NL,46481
2022-04-05,WC,6
2022-04-05,WP,414
2022-04-06,NL,18672
2022-04-06,WC,2
2022-04-06,WP,486
2022-04-07,NL,37492
2022-04-07,WC,4
2022-04-07,WP,385
2022-04-08,NL,301
2022-04-08,TL,2
2022-04-08,WC,9
2022-04-08,WP,330
2022-04-09,NL,7789
2022-04-09,WP,79
2022-04-10,NL,18547
2022-04-11,NL,35983
2022-04-11,NWDSP,7
2022-04-11,NWKL,200
2022-04-11,TL,1
2022-04-11,WC,10
2022-04-11,WP,950
2022-04-12,NL,53372
2022-04-12,TL,6
2022-04-12,WC,11
2022-04-12,WP,333
2022-04-13,NL,18380
2022-04-13,TL,4
2022-04-13,WC,4
2022-04-13,WP,368
2022-04-14,NL,8353
2022-04-14,TL,8
2022-04-14,WC,2
2022-04-14,WP,365
2022-04-15,NL,861
2022-04-15,TL,1
2022-04-15,WC,3
2022-04-15,WP,302
2022-04-16,NL,340
2022-04-16,WP,78
2022-04-17,NL,14671
2022-04-18,NL,32018
2022-04-18,WP,246
2022-04-19,NL,41799
2022-04-19,TL,36
2022-04-19,WC,4
2022-04-19,WP,779
2022-04-20,NL,19780
2022-04-20,TL,4
2022-04-20,WC,9
2022-04-20,WP,415
2022-04-21,NL,44924
2022-04-21,TL,12
2022-04-21,WC,5
2022-04-21,WP,368
2022-04-22,NL,192
2022-04-22,TL,14
2022-04-22,WP,357
2022-04-23,NL,4167
2022-04-23,WP,65
2022-04-24,NL,15432
2022-04-25,NL,29055
2022-04-25,TL,1
2022-04-25,WP,1212
2022-04-26,NL,35916
2022-04-26,TL,3
2022-04-26,WC,3
2022-04-26,WP,391
2022-04-27,NL,16734
2022-04-27,TL,1
2022-04-27,WC,4
2022-04-27,WP,386
2022-04-28,NL,31632
2022-04-28,TL,7
2022-04-28,WC,3
2022-04-28,WP,442
2022-04-29,NL,740
2022-04-29,WP,343
2022-04-30,NL,4538
2022-04-30,WP,63
2022-05-01,NL,16172
2022-05-02,NL,27347
2022-05-02,NWDSP,39
2022-05-02,TL,1
2022-05-02,VRET,150
2022-05-02,WC,2
2022-05-02,WP,1401
2022-05-03,NL,44518
2022-05-03,TL,1
2022-05-03,WC,3
2022-05-03,WP,476
2022-05-04,NL,17748
2022-05-04,WC,6
2022-05-04,WP,381
2022-05-05,NL,36621
2022-05-05,TL,1
2022-05-05,WC,2
2022-05-05,WP,368
2022-05-06,NL,317
2022-05-06,TL,11
2022-05-06,VRET,25
2022-05-06,WP,417
2022-05-07,NL,6946
2022-05-07,WP,63
2022-05-08,NL,19405
2022-05-09,NL,34492
2022-05-09,TL,1
2022-05-09,WC,2
2022-05-09,WP,1300
2022-05-10,NL,38938
2022-05-10,TL,4
2022-05-10,WP,358
2022-05-11,NL,16729
2022-05-11,NLECO,0
2022-05-11,TL,3
2022-05-11,WP,368
2022-05-12,NL,34505
2022-05-12,TL,6
2022-05-12,WC,1
2022-05-12,WP,347
2022-05-13,NL,318
2022-05-13,TL,4
2022-05-13,WC,7
2022-05-13,WP,358
2022-05-14,NL,6245
2022-05-14,WC,3
2022-05-14,WP,72
2022-05-15,NL,17732
2022-05-16,NL,29959
2022-05-16,WC,23
2022-05-16,WP,969
2022-05-17,NL,43945
2022-05-17,TL,32
2022-05-17,WC,7
